timestamp,TimeUS,Ground_Truth
153.14895700,153148957,100
153.14945400,153149454,100
153.14996300,153149963,100
153.15045500,153150455,100
153.15095400,153150954,100
153.15145300,153151453,100
153.15195300,153151953,100
153.15246300,153152463,100
153.15295400,153152954,100
153.15345400,153153454,100
153.15395700,153153957,100
153.15445400,153154454,100
153.15496300,153154963,100
153.15545500,153155455,100
153.15595500,153155955,100
153.15645400,153156454,100
153.15695400,153156954,100
153.15745600,153157456,100
153.15795300,153157953,100
153.15845600,153158456,100
153.15895400,153158954,100
153.15945400,153159454,100
153.15995500,153159955,100
153.16045500,153160455,100
153.16095400,153160954,100
153.16145700,153161457,100
153.16195400,153161954,100
153.16246300,153162463,100
153.16296700,153162967,100
153.16345300,153163453,100
153.16395600,153163956,100
153.16445400,153164454,100
153.16496000,153164960,100
153.16545400,153165454,100
153.16595300,153165953,100
153.16646100,153166461,100
153.16695500,153166955,100
153.16745500,153167455,100
153.16795700,153167957,100
153.16845500,153168455,100
153.16896200,153168962,100
153.16945300,153169453,100
153.16995600,153169956,100
153.17045400,153170454,100
153.17095400,153170954,100
153.17146100,153171461,100
153.17195400,153171954,100
153.17245800,153172458,100
153.17295500,153172955,100
153.17345400,153173454,100
153.17395700,153173957,100
153.17445400,153174454,100
153.17496100,153174961,100
153.17545500,153175455,100
153.17595400,153175954,100
153.17645400,153176454,100
153.17695300,153176953,100
153.17745600,153177456,100
153.17795400,153177954,100
153.17845400,153178454,100
153.17896000,153178960,100
153.17945400,153179454,100
153.17996400,153179964,100
153.18045500,153180455,100
153.18095700,153180957,100
153.18145400,153181454,100
153.18195300,153181953,100
153.18245800,153182458,100
153.18295400,153182954,100
153.18345300,153183453,100
153.18396300,153183963,100
153.18445400,153184454,100
153.18495500,153184955,100
153.18545500,153185455,100
153.18595600,153185956,100
153.18646300,153186463,100
153.18695300,153186953,100
153.18745900,153187459,100
153.18795500,153187955,100
153.18845400,153188454,100
153.18895400,153188954,100
153.18945400,153189454,100
153.18996200,153189962,100
153.19045400,153190454,100
153.19095400,153190954,100
153.19145600,153191456,100
153.19195400,153191954,100
153.19246100,153192461,100
153.19295400,153192954,100
153.19345400,153193454,100
153.19395400,153193954,100
153.19445300,153194453,100
153.19495700,153194957,100
153.19545500,153195455,100
153.19595300,153195953,100
153.19645400,153196454,100
153.19695400,153196954,100
153.19745600,153197456,100
153.19795500,153197955,100
153.19845300,153198453,100
153.19896200,153198962,100
153.19945400,153199454,100
153.19995500,153199955,100
153.20045500,153200455,100
153.20095400,153200954,100
153.20146100,153201461,100
153.20195400,153201954,100
153.20245600,153202456,100
153.20295500,153202955,100
153.20345400,153203454,100
153.20395400,153203954,100
153.20445400,153204454,100
153.20495800,153204958,100
153.20545600,153205456,100
153.20595400,153205954,100
153.20645300,153206453,100
153.20695400,153206954,100
153.20745600,153207456,100
153.20795400,153207954,100
153.20845400,153208454,100
153.20895300,153208953,100
153.20945400,153209454,100
153.20995700,153209957,100
153.21045500,153210455,100
153.21095400,153210954,100
153.21146700,153211467,100
153.21195300,153211953,100
153.21246400,153212464,100
153.21295500,153212955,100
153.21345400,153213454,100
153.21395400,153213954,100
153.21445300,153214453,100
153.21496000,153214960,100
153.21545400,153215454,100
153.21595500,153215955,100
153.21645800,153216458,100
153.21695300,153216953,100
153.21745500,153217455,100
153.21795500,153217955,100
153.21845300,153218453,100
153.21895400,153218954,100
153.21945400,153219454,100
153.21995400,153219954,100
153.22045500,153220455,100
153.22095300,153220953,100
153.22146000,153221460,100
153.22195300,153221953,100
153.22245600,153222456,100
153.22295300,153222953,100
153.22345400,153223454,100
153.22395300,153223953,100
153.22445400,153224454,100
153.22495600,153224956,100
153.22545700,153225457,100
153.22595400,153225954,100
153.22645400,153226454,100
153.22695400,153226954,100
153.22745400,153227454,100
153.22796000,153227960,100
153.22845300,153228453,100
153.22895800,153228958,100
153.22945400,153229454,100
153.22996100,153229961,100
153.23045500,153230455,100
153.23095600,153230956,100
153.23146100,153231461,100
153.23195300,153231953,100
153.23245500,153232455,100
153.23295600,153232956,100
153.23345300,153233453,100
153.23396000,153233960,100
153.23445400,153234454,100
153.23495500,153234955,100
153.23545500,153235455,100
153.23595300,153235953,100
153.23645500,153236455,100
153.23695500,153236955,100
153.23745900,153237459,100
153.23795500,153237955,100
153.23845400,153238454,100
153.23896200,153238962,100
153.23945400,153239454,100
153.23996200,153239962,100
153.24045500,153240455,100
153.24095400,153240954,100
153.24145700,153241457,100
153.24195400,153241954,100
153.24246400,153242464,100
153.24295600,153242956,100
153.24345500,153243455,100
153.24395400,153243954,100
153.24445500,153244455,100
153.24495500,153244955,100
153.24545800,153245458,100
153.24595400,153245954,100
153.24646300,153246463,100
153.24695400,153246954,100
153.24745600,153247456,100
